18500,41.5,0.5,9,2.16,33,0,0
18750,41.75,0.43,13.5,0.87,33,0,0
19000,42,0,13.5,7.23,33,0,0
19250,41.75,0.43,10,3.08,33,0,0
19500,41.67,0.47,16.33,2.62,33.75,1.3,0
19750,42,0,13.5,0.87,33,0,0
20000,41.75,0.43,13,0.71,33,0,0
20250,42,0,9.25,2.68,33,0,0
20500,42,0,13.75,2.17,33,0,0
20750,42,0,18,1.22,33.75,1.3,0
21000,42,0,18.25,0.43,35.25,1.3,0
21250,42,0,18,0,36,0,0
21500,42,0,17,0.82,36,0,0
21750,42,0,16,0.71,33.75,1.3,0
22000,42,0,16.5,1.12,35,1.41,0
22250,42,0,15.75,0.83,33.75,1.3,0
22500,42,0,18,0,33.75,1.3,0
22750,42,0,18,0,34.75,1.09,0
23000,42,0,18,0,35,1.22,0
23250,42,0,18,0,34.5,1.5,0
23500,42,0,18,0,33.67,0.94,0
23750,42,0,19.5,0.5,35.25,1.3,0
24000,42,0,18,0,35.75,0.43,0
24250,42,0,18,0,35,1.41,0
24500,42,0,18,0,35,1.41,0
24750,42,0,18,0,35.25,1.3,0
25000,42,0,18,0,36,0,0
25250,42,0,18.75,0.83,35.25,1.3,0
25500,42,0,20.25,0.43,35,1.22,0
25750,42,0,20.25,0.43,34.25,1.3,0
26000,42,0,19.5,0.5,35.75,0.43,0
26250,42,0,18.75,0.43,35,1.22,0
26500,42,0,18,0,35,1.41,0
26750,42,0,18,0,34,1.41,0
27000,42,0,18,0,35.25,1.3,0
27250,42,0,18,0,35.25,1.3,0
27500,42,0,18,0,35.25,1.3,0
27750,42,0,17.75,0.43,36,0,0
28000,42.33,0.47,17.5,0.5,35,1.41,0
28250,42,0,17.67,0.47,36,0,0
28500,42,0,18,0,35.25,1.3,0
28750,42,0,18,0,34.5,1.5,0
29000,42,0,19,0.71,33.75,1.3,0
29250,42,0,20,0,33.75,1.3,0
29500,42,0,20,0.71,35,1.22,0
29750,42,0,19,0,33.67,0.94,0
30000,42,0,20.4,0.8,35.4,1.2,0
30250,42,0,21,0,36,0,0
30500,42,0,20.6,0.49,35.4,1.2,0
30750,42,0,19.33,0.47,34,1.41,0
31000,42,0,19.5,0.5,35.75,0.43,0
31250,42,0,19.75,0.43,35,1.41,0
31500,42,0,19.5,0.5,34.5,1.5,0
31750,42,0,20.5,0.5,33.75,1.3,0
32000,42,0,20.67,0.47,34.5,1.5,0
32250,42,0,20.25,0.43,34.5,1.5,0
32500,42,0,20,0,35.25,1.3,0
32750,42,0,19.75,0.43,33.75,1.3,0
33000,42,0,19.25,0.43,35.25,1.3,0
33250,42,0,19,0,36,0,0
33500,42,0,18.5,0.5,35.25,1.3,0
33750,42,0,18.75,0.43,35.25,1.3,0
34000,42,0,20,0,36,0,0
34250,42,0,20.33,0.47,35.33,0.94,0
34500,42,0,21,0,35,1.41,0
34750,42,0,21,0,35,1.22,0
35000,42,0,21,0,34.5,1.5,0
35250,42,0,21,0,35.25,1.3,0
35500,42,0,20.5,0.5,35,1.41,0
35750,42,0,21,0,36,0,0
36000,42,0,20.5,0.5,36,0,0
36250,42,0,20.25,0.43,34.75,1.3,0
36500,42,0,19.75,0.43,36,0,0
36750,42,0,19.5,0.5,35.25,1.3,0
37000,42,0,19.75,0.43,36,0,0
37250,42,0,19.5,0.5,35.25,1.3,0
37500,42,0,20,0.71,36,0,0
37750,42,0,20,0,36,0,0
38000,42,0,19.33,0.47,35,1.41,0
38250,42,0,21,0,33,0,0
38500,41,1.22,22.5,1.12,33.5,0.87,0
38750,39,0.82,24,0,33,0,0
39000,39,0,24,0,33,0,0
39250,39,0,24,0,33,0,0
39500,39,0,24,0,35.75,0.43,0
39750,38.75,0.43,24,0,35.25,1.3,0
40000,38.75,0.43,24,0,35.25,1.3,0
40250,38.5,0.5,24,0,33.75,1.3,0
40500,38.5,0.5,24,0,33.75,1.3,0
40750,38,1,24,0,33,0,0
41000,38.25,0.83,24,0,34,1.41,0
41250,38.5,0.5,24,0,34,1.41,0
41500,38.5,0.5,24,0,36,0,0
41750,38.67,0.47,24,0,35,1.41,0
42000,38.75,0.43,24,0,36,0,0
42250,38.5,0.5,24.75,0.43,35.25,1.3,0
42500,38.33,0.47,25.67,0.94,33,0,0
42750,38.75,0.43,24,0,33.75,1.3,0
43000,39,0,19.25,1.64,36,0,0
43250,39,0,17.75,0.43,35.25,1.3,0
43500,39.5,0.5,15.25,1.79,36,0,0
43750,41.25,0.43,15,0.71,36,0,0
44000,41.75,0.43,16,0,36,0,0
44250,41.25,0.83,14.75,0.43,36,0,0
44500,41.5,0.5,14.25,0.43,36,0,0
44750,41.25,0.83,15.5,0.5,35.25,0.83,0
45000,41.25,0.83,16,0,34.5,1.5,0
45250,41,1,16,0,35.25,1.3,0
45500,41.5,0.5,15.25,0.43,36,0,0
45750,41.25,0.83,16,0,36,0,0
46000,41,1,16,0,36,0,0
46250,40.5,0.5,16,0,36,0,0
46500,41,1,16,0,36,0,0
46750,40.67,0.47,16,0,36,0,0
47000,40.5,0.5,16,0,36,0,0
47250,40.75,0.83,16.25,0.43,36,0,0
47500,40.67,0.94,16,0,36,0,0
47750,40.5,0.5,16,0,36,0,0
48000,40.5,0.5,15.67,0.47,36,0,0
48250,40.5,0.5,16,0,36,0,0
48500,40.75,0.83,16,0,36,0,0
48750,41,1,17,0,36,0,0
49000,40.75,0.83,17,0,36,0,0
49250,40.75,0.83,17,0,36,0,0
49500,40.5,0.5,17,0,36,0,0
49750,40.5,0.5,16.75,0.43,36,0,0
50000,40.5,0.5,17,0,36,0,0
50250,40.5,0.5,16.33,0.47,36,0,0
50500,40.75,0.83,16.67,0.47,36,0,0
50750,40.5,0.5,17,0,36,0,0
51000,40.5,0.5,16.67,0.47,36,0,0
51250,40.67,0.47,17,0,36,0,0
51500,40.25,0.83,16.75,0.43,36,0,0
51750,40.33,0.47,17,0,36,0,0
52000,40.5,0.5,16.67,0.47,36,0,0
52250,40,1,17,0,36,0,0
52500,40.25,0.83,16.75,0.43,35.25,1.3,0
52750,40.5,0.5,17,0.71,36,0,0
53000,40.5,0.5,17,0,36,0,0
53250,40.5,0.5,18,0,36,0,0
53500,40.25,0.83,17.25,0.83,36,0,0
53750,40.67,0.47,17,0,36,0,0
54000,40.5,0.5,16.75,0.43,36,0,0
54250,40.5,0.5,16,0,35.25,1.3,0
54500,40.67,0.47,16.75,0.83,36,0,0
54750,40.67,0.47,17.25,0.83,36,0,0
55000,40.25,0.83,15.25,0.83,33.75,1.3,0
55250,40.33,0.47,11.33,2.49,34.5,1.5,0
55500,40.25,0.83,4,1.22,34.5,1.5,0
55750,40,1,4,1,34.25,1.3,0
56000,40.25,0.83,4.25,2.17,34.5,1.5,0
56250,40.25,0.83,5.75,1.3,34.5,1.5,0
56500,40.5,0.5,11,1.87,35.75,0.43,0
56750,40.5,0.5,10.25,2.28,33.75,1.3,0
57000,40,1,10.25,1.92,34.5,1.5,0
57250,40,1,12,0.71,35.5,0.87,0
57500,39.33,0.47,11.33,0.47,36,0,0
57750,40,1,9.33,3.09,34,1.41,0
58000,40,0.71,9.25,2.68,33.75,1.3,0
58250,40,1,12,0,33.75,1.3,0
58500,39.33,0.47,10,1.87,34,1.41,0
58750,39,0,15.33,3.09,36,0,0
59000,39,0,18,0,36,0,0
59250,39,0,18,0,36,0,0
59500,39.71,0.8,18.92,2.93,36.17,0.37,0
59750,39.71,0.8,18.92,2.93,36.17,0.37,0
60000,39.5,1.12,22,0.82,36.67,0.94,0
60250,37.25,1.3,24,0,37.5,1.5,0
60500,38.5,0.5,22,1.22,37,1,0
60750,38.75,0.43,21.75,0.83,35.25,1.3,0
61000,39,0,19.75,1.64,32.75,0.43,0
61250,39,0,15.5,4.27,33.75,1.92,0
61500,39.25,0.43,22.33,0.94,36.33,0.47,0
61750,39.5,0.5,24,0,36.75,0.83,0
62000,39.25,0.43,15.5,1.12,33.5,1.5,0
62250,39.33,0.47,19.5,4.39,37,0.82,0
62500,39.5,0.5,22,2.12,36.25,0.43,0
62750,39,0,17,1.22,36,0,0
63000,39.33,0.47,17,0,36,0,0
63250,40.5,0.5,17.75,0.43,36,0,0
63500,39.8,0.75,15,1.1,35.25,1.3,0
63750,39.33,0.47,12.5,2.5,36.75,0.83,0
64000,39.25,0.43,19.25,1.3,37,1,0
64250,39,0,18.5,2.29,37,1,0
64500,39,0,13.5,0.5,36,0,0
64750,39.25,0.43,15,2.12,36.25,0.43,0
65000,40.25,0.83,16,1.22,36.5,0.5,0
65250,40.75,0.83,11.67,2.36,36,0,0
65500,39.75,0.83,12.75,1.3,36.25,0.43,0
65750,39.5,0.5,12,2.45,36,0,0
66000,39.5,0.5,10.5,2.96,36.25,0.43,0
66250,39.25,0.43,15.25,1.79,35.25,1.3,0
66500,39.67,0.47,14.5,1.12,36,0,0
66750,39.5,0.5,9.25,4.55,36,0,0
67000,39.33,0.47,8,3.27,36,0,0
67250,39.33,0.47,15,0.82,36,0,0
67500,39.75,0.43,18.25,0.83,36,0,0
67750,40,1,16.75,1.3,36,0,0
68000,40.25,0.83,17.5,1.8,34.5,1.5,0
68250,40.5,0.5,19.33,0.47,34.5,1.5,0
68500,40,1,18.33,0.47,35,1.41,0
68750,39.5,0.5,20.33,0.94,36,0,0
69000,39.33,0.47,22.2,1.47,36.6,0.8,0
69250,39,0,24,0,37.33,0.94,0
69500,38.5,0.5,24,0,36.5,0.5,0
69750,38.5,0.5,23.5,0.5,36.5,0.5,0
70000,39,0,24,0,36.75,0.83,0
70250,38.33,0.47,20.67,2.36,36,0,0
70500,38,1,14.25,1.3,36,0,0
70750,38.25,0.83,16.25,1.92,36.25,0.43,0
71000,38.5,0.5,17.75,1.79,36,0,0
71250,38,1,12.25,1.09,36,0,0
71500,38.5,0.5,17.25,2.49,36.25,0.43,0
71750,38.5,0.5,23.75,0.43,36.75,0.83,0
72000,39,0,24.25,0.43,37,1,0
72250,39,0,23.67,0.47,36.67,0.94,0
72500,39,0,19.5,1.12,36.25,0.43,0
72750,39,0,21.25,1.79,36.25,0.43,0
73000,39,0,22.25,1.3,35.5,0.87,0
73250,39,0,19.67,1.25,36,0,0
73500,39,0,21.25,0.43,36.25,0.43,0
73750,39,0,23.5,0.5,36.67,0.47,0
74000,39.25,0.43,20.33,0.94,36,0,0
74250,39,0,20,1,36.33,0.47,0
74500,39,0,23.5,0.5,36.67,0.94,0
74750,39,0,24,0,37,1,0
75000,39,0,24,0,37,1,0
75250,39,0,22.67,1.25,36.33,0.47,0
75500,38.75,0.43,24,0,36.75,0.83,0
75750,39,0,25.25,0.83,37.5,1.5,0
76000,39.25,0.43,24,0,37,1,0
76250,39.25,0.43,24.75,0.83,36.5,0.5,0
76500,39,0,26.5,0.5,36.5,0.5,0
76750,38.5,0.5,27.25,0.43,36.75,0.83,0
77000,38.5,0.5,27,0.71,37.25,1.3,0
77250,39,0,24.75,2.28,37.75,1.3,0
77500,39,0,16.25,1.64,36.75,0.83,0
77750,39,0,12.25,2.59,36,0,0
78000,38.5,0.5,12,0,36.25,0.43,0
78250,38.25,0.83,14,1.58,36,0,0
78500,38.75,0.43,13,1.22,36.25,0.43,0
78750,39,0,18.5,1.5,36.5,0.87,0
79000,39,0,22,0.71,37,1,0
79250,39.5,0.5,21.25,0.43,37,1,0
79500,39.5,0.5,21.75,0.43,37,1,0
79750,39.5,0.5,23.5,0.87,37.75,1.3,0
80000,39.5,0.5,23.33,0.47,37.67,0.94,0
80250,39.5,0.5,23.75,0.43,37.75,1.3,0
80500,39,0,21,0.71,37.25,1.3,0
80750,39.33,0.47,22,1.22,37.33,0.94,0
81000,39,0,25,0.82,37.33,1.25,0
81250,39,0,24,0,37.5,1.12,0
81500,39.33,0.47,25.33,1.25,37.25,1.3,0
81750,39,0,25.25,1.09,38,1,0
82000,39,0,24,0.71,38.25,0.83,0
82250,39,0,19,1.73,37,0.71,0
82500,39,0,18.5,0.5,36.75,0.83,0
82750,39,0,21.75,2.49,38,1.22,0
83000,39.25,0.43,24,0,37.5,1.5,0
83250,39,0,21.67,1.7,37,0.82,0
83500,39.25,0.43,15,0,36,0,0
83750,39,0,19,2.74,36.5,0.87,0
84000,39,0,22,1.22,37,1,0
84250,39,0,20,5.34,38,0.82,0
84500,39,0,15.25,2.17,36.5,0.5,0
84750,39,0,21,1.87,36.5,0.5,0
85000,39,0,24,0,37.25,1.3,0
85250,39,0,25.25,0.43,37.75,1.3,0
85500,39,0,23.5,0.87,36.25,0.43,0
85750,39.25,0.43,24,0,36.25,0.43,0
86000,39.5,0.5,23.75,0.43,36,0,0
86250,39,0,23.75,0.43,36,0,0
86500,39.5,0.5,23.25,0.43,36,0,0
86750,39.5,0.5,23.25,0.43,36,0,0
87000,39.25,0.43,23.33,0.47,36,0,0
87250,39.25,0.43,24,0,36.33,0.47,0
87500,39,0,23.75,0.43,36.5,0.5,0
87750,39.67,0.47,24,0,37,0.82,0
88000,39.5,0.5,24,0,36.5,0.5,0
88250,39.25,0.43,18.5,4.33,34.5,1.5,0
88500,39,0,21.67,0.94,32.75,0.43,0
88750,39.25,0.43,19.75,2.95,32.75,0.43,0
89000,38.75,0.43,22,1.22,33,0,0
89250,39,0,14.75,3.7,36,1.87,0
89500,39.25,0.43,8.75,1.64,35.5,1.5,0
89750,39,0,12.5,1.5,33,0,0
90000,39,0,10.5,1.66,36,1.87,0
90250,39.25,0.43,14,4.64,36,0,0
90500,39,0,20.75,0.43,36.25,0.43,0
90750,39,0,18.33,2.49,35.25,1.3,0
91000,39,0,15.5,4.39,34.5,1.5,0
91250,39,0,14,1.58,33.75,1.3,0
91500,39.25,0.43,11.5,5.5,36,0,0
91750,39.25,0.43,15.25,1.09,36.5,0.5,0
92000,39.33,0.47,16.75,1.3,36.33,0.47,0
92250,39.25,0.43,12.75,3.77,36.5,0.5,0
92500,39.75,0.83,21,0,37,1.22,0
92750,39.67,0.47,16.75,1.3,35.33,1.7,0
93000,39,0,17.75,2.28,36,0,0
93250,40.75,1.09,20.75,1.09,35.25,1.3,0
93500,40.67,1.25,20.67,1.7,33,0,0
93750,39.75,0.83,18.75,0.83,32.75,0.43,0
94000,39,0,16.75,1.3,32,0,0
94250,39.25,0.43,19,1,32.5,0.5,0
94500,39.75,0.83,18.25,0.43,33,0,0
94750,39.6,0.49,13,2.97,32.75,0.43,0
95000,39.33,0.47,9.67,2.62,32.5,0.5,0
95250,39.25,0.43,9.67,1.7,31.75,0.43,0
95500,39.25,0.43,12.75,0.83,32,0,0
95750,39,0,11.75,1.79,32,0,0
96000,39,0,11,2.74,32.25,0.43,0
96250,39.5,0.5,13.75,1.09,32.75,0.43,0
96500,39.75,0.83,14.75,0.43,32.5,0.5,0
96750,39.25,0.43,13.5,1.12,32.25,0.43,0
97000,39.5,0.5,16.75,1.64,32.25,0.43,0
97250,39.25,0.43,17,1.22,33,0,0
97500,39.25,0.83,21.5,0.87,34.5,1.5,0
97750,38.75,0.43,22,0.71,35,1.22,0
98000,39.25,0.43,22.75,1.09,35.25,1.3,0
98250,38.33,0.47,16.33,1.7,34.5,1.5,0
98500,39.25,0.43,21.25,2.68,32.75,0.43,0
98750,39,0.71,22,0.71,33,0,0
99000,38.5,0.5,21.25,0.43,33,0,0
99250,38.75,0.43,22,0,33,0,0
99500,39.75,0.83,23.33,0.94,31.33,0.47,0
99750,40.5,0.5,23.5,0.5,30.5,0.5,0
100000,41,0.71,21,0,30,0,0
100250,42,0,23.33,0.47,30.5,0.5,0
100500,44,0.82,26.25,1.92,31,0,0
100750,45,0,29.5,0.5,30,0,0
101000,45,0,27.5,0.5,30,0,0
101250,44.67,0.47,25.67,0.47,30,0,0
101500,42.75,1.3,23.75,1.48,29.75,0.43,0
101750,42,0,21.67,0.47,29.67,0.47,0
102000,42,0,22.5,0.5,30,0,0
102250,42,0,24,0,29.75,0.43,0
102500,42,0,22.5,0.5,29.75,0.43,0
102750,42,0,21,0,30,0,0
103000,42,0,22.5,1.12,29.75,0.43,0
103250,42.5,0.5,23.25,0.43,30,0,0
103500,42.25,0.43,22.5,1.5,29.25,0.83,0
103750,42,0,21,0,29.33,0.47,0
104000,42,0,21.75,0.43,30,0,0
104250,42,0,21.5,0.5,30,0,0
104500,42,0,21.5,0.5,30,0,0
104750,42,0,21.25,0.43,30,0,0
105000,42,0,19,0,29.67,0.47,0
105250,42,0,19.25,0.43,29.5,0.5,0
105500,42,0,19.25,0.43,29.75,0.43,0
105750,42,0,18.75,0.43,29.5,0.5,0
106000,42,0,19.67,0.47,29.75,0.43,0
106250,42,0,20,0,30,0,0
106500,42,0,19.75,0.43,30,0,0
106750,42,0,19,0,30,0,0
107000,42,0,18.75,0.43,30,0,0
107250,42,0,18.33,0.47,30,0,0
107500,41.5,0.5,20.25,0.83,30.5,0.5,0
107750,41.25,0.83,20,3.08,30.75,1.3,0
108000,41.75,0.43,20.5,1.12,34.5,1.5,0
108250,41.5,0.5,18.33,0.47,33,0,0
108500,41.5,0.5,18,0.71,32.25,0.83,0
108750,41.5,0.5,21,0.82,35,1.41,0
109000,41.5,0.5,23.33,0.47,36,0,0
109250,42,0,21.33,2.05,36.33,0.47,0
109500,42,0,13,1.41,37.75,1.3,0
109750,42,0,11.5,0.87,37,1,0
110000,41.5,0.5,18.25,3.27,36.25,0.43,0
110250,41.75,0.43,21,0,34.5,1.5,0
110500,42,0,23.25,0.83,33,0,0
110750,42,0,25,0.71,33.75,1.3,0
111000,42,0,24.67,0.47,33,0,0
111250,42.75,0.43,24.25,0.43,32,0.71,0
111500,43.75,0.43,25.5,0.5,31,0.71,0
111750,43.75,0.43,26,0.71,31.25,0.43,0
112000,43.5,0.5,25.75,0.83,30.25,0.43,0
112250,43.67,0.47,25,0.82,30,0,0
112500,43.5,0.5,25.5,1.12,30.25,0.43,0
112750,43.67,0.47,24.5,0.5,31,0,0
113000,43.5,0.5,24.33,0.47,31,0,0
113250,42.5,0.5,24.5,0.5,31,0.71,0
113500,42.75,0.83,24.75,0.43,31.75,0.43,0
113750,42.75,0.83,24.25,0.43,31.5,0.5,0
114000,43,1,24,0,31.5,0.5,0
114250,43.25,0.83,24,0,32,0,0
114500,43,0,25,0.71,32,0,0
114750,42.75,0.83,25.25,0.43,31.75,0.43,0
115000,41.75,0.43,25,0.71,30.25,0.43,0
115250,42,0,24.33,0.47,31.33,0.94,0
115500,42,0,24.33,0.47,30,0,0
115750,42.25,0.43,24.75,0.83,30.25,0.43,0
116000,42,0,24.5,0.5,31,0,0
116250,42,0,24,0,29.33,0.94,0
116500,42,0,24.33,0.47,27.25,0.43,0
116750,42.5,0.5,25,0,29.75,0.43,0
117000,43.25,0.83,26,0.71,30,0,0
117250,43.5,0.5,25.75,1.09,30.25,0.43,0
117500,43.5,0.5,25.5,0.5,30.5,0.5,0
117750,43.5,0.5,24.75,0.83,30,0,0
118000,43.5,0.5,25,0.71,30,0,0
118250,43.5,0.5,24.67,0.47,30,0,0
118500,44,0,24.8,0.4,30,0,0
118750,43.33,0.47,25,0,30,0,0
119000,43.5,0.5,25.5,0.5,30,0,0
119250,43.5,0.5,24.75,0.43,30,0,0
119500,43.5,0.5,24.33,0.47,30,0,0
119750,43.5,0.5,24.25,0.43,30,0,0
0,42,0,19.2,0.98,15.5,2.06,1
250,42,0,19.33,0.94,11,0.82,1
500,42,0,17.5,0.5,12.5,0.5,1
750,42,0,17,1.41,13.33,0.94,1
1000,42,0,17.5,0.87,12,0.82,1
1250,42,0,18,0,10,0.82,1
1500,42,0,18.5,0.5,10,0,1
1750,42,0,18.25,0.43,12.33,1.7,1
2000,41.75,0.43,18,0,4,1.58,1
2250,42,0,17.75,0.43,2.5,0.87,1
2500,42,0,15.75,1.3,5.75,2.28,1
2750,42,0,15.25,0.43,1,0,1
3000,42,0,16.75,0.83,3.5,1.12,1
3250,41.75,0.43,16,1,6.33,3.86,1
3500,42,0,17.75,0.43,7.75,3.42,1
3750,42,0,18.25,0.43,9,0.82,1
4000,42,0,18.33,0.47,7,0.82,1
4250,42,0,18,0.71,10.5,2.06,1
4500,42,0,17.25,0.83,8.25,4.49,1
4750,42,0,17.25,1.3,7.67,2.05,1
5000,42,0,15.25,0.43,12,1.58,1
5250,42,0,15.5,0.87,11.5,1.12,1
5500,42,0,16.75,1.09,9.33,2.36,1
5750,42,0,17.5,0.5,11,0.71,1
6000,42,0,16.5,1.5,11.5,0.5,1
6250,42,0,18,0,14.25,0.83,1
6500,42,0,18,0,11.25,0.83,1
6750,42,0,18.25,0.43,12,0.82,1
7000,42,0,16,1.22,14.67,0.94,1
7250,42,0,14.75,0.43,13.33,0.47,1
7500,42,0,14.67,0.47,13,0.82,1
7750,42,0,15,0,12.5,0.5,1
8000,42,0,15.67,0.94,11.75,0.43,1
8250,42,0,15.75,0.83,9.5,1.12,1
8500,42.25,0.43,16,0.71,6.67,0.47,1
8750,42,0,15,0,5.33,0.94,1
9000,42,0,14.5,0.5,8,0.71,1
9250,42,0,15,0,4,0,1
9500,42,0,15.25,0.43,2.5,0.5,1
9750,42,0,15,0,3,1,1
10000,42,0,15.25,0.43,3,0.71,1
10250,42,0,15.67,0.47,2,0,1
10500,42,0,17.25,0.83,2,0,1
10750,42,0,17.5,0.5,3.25,1.3,1
11000,42,0,16.75,0.43,6.67,0.47,1
11250,42,0,16.5,0.87,9,1.22,1
11500,42,0,14.75,0.43,10,0,1
11750,42,0,13.33,0.47,9.5,0.5,1
12000,42,0,14.5,0.87,10.25,1.3,1
12250,42,0,14.5,0.87,5,3.67,1
12500,42,0,15,0,3,2.16,1
12750,42,0,16.25,0.83,11.25,2.86,1
13000,42,0,18,0,15,0.71,1
13250,41.5,0.5,17.5,0.5,15,0,1
13500,41.5,0.5,17.67,0.47,15.33,0.47,1
13750,41.75,0.43,17.25,0.43,15.75,0.83,1
14000,41.67,0.47,17.25,0.83,15,0.82,1
14250,41.5,0.5,14,1.22,14.33,0.47,1
14500,41.67,0.47,12,0,13,0.71,1
14750,41.5,0.5,12.75,1.3,13.75,1.3,1
15000,42,0,14.25,0.83,13.75,0.83,1
15250,42,0,13.5,1.5,10,1.63,1
15500,42,0,12,0,9.33,0.47,1
15750,42,0,13.33,0.94,7.25,1.3,1
16000,42,0,13.25,0.43,6.25,0.83,1
16250,42,0,12.25,0.43,6.25,0.43,1
16500,42,0,12,0,5.33,1.25,1
16750,42,0,11.25,1.3,7.67,2.05,1
17000,42,0,10,0.82,10.33,0.94,1
17250,42,0,9,0,11.33,0.47,1
17500,42,0,10.67,1.25,13.67,1.25,1
17750,42,0,10.5,1.12,17.5,1.66,1
18000,41.67,0.47,8.67,2.49,12,5.61,1
18250,40.5,1.12,13,0.71,3,0.82,1
18500,40.75,0.43,12.5,0.87,2.67,1.25,1
18750,41.25,0.83,13.25,1.3,4.25,1.48,1
19000,41.25,0.83,14.75,0.43,6.33,1.25,1
19250,41.25,0.83,14.75,0.43,6.25,1.48,1
19500,41,1,15,0,7,0.82,1
19750,41.5,0.5,15,0,6.5,0.5,1
20000,41.75,0.43,13,2.16,11.33,0.47,1
20250,41.5,0.5,10.75,2.17,8,2.24,1
20500,41.5,0.5,10.75,0.83,6,4.08,1
20750,41.25,0.83,13,1.63,8,0,1
21000,41.5,0.5,10.75,1.3,11.5,0.5,1
21250,41.67,0.47,9.75,0.83,10.67,1.25,1
21500,42,0,11,1.22,9,2.12,1
21750,42,0,11.25,0.83,8.6,3.38,1
22000,42,0,12,0,13,0.82,1
22250,42,0,12,0,11.75,0.43,1
22500,42,0,14,1,10.67,0.47,1
22750,41.75,0.43,19.25,2.49,14.75,2.77,1
23000,41.5,0.5,20.5,0.5,13,1,1
23250,41.5,0.5,20.75,0.43,11.75,0.43,1
23500,41.5,0.5,20.75,0.43,11.75,1.09,1
23750,41.5,0.5,19.75,0.43,11.75,0.43,1
24000,41.5,0.5,19.75,0.83,11.5,2.06,1
24250,41.75,0.43,19.25,1.3,15,2.12,1
24500,42,0,20.5,0.87,12.33,0.47,1
24750,43.25,0.43,20.75,0.43,10.75,1.3,1
25000,43.5,0.5,20.5,0.5,13,0.71,1
25250,43.5,0.5,20.75,0.43,10,1.22,1
25500,43,0.71,18.75,2.28,11.5,6.02,1
